Ticker,Date,Open,High,Low,Close,Volume
SPY,2015-03-03,177.11,177.601,175.973,176.816,131721153
SPY,2015-03-04,176.25,176.319,175.093,176.107,136701391
SPY,2015-03-05,176.394,176.567,175.774,176.29,91780774
SPY,2015-03-06,175.409,175.838,173.456,173.819,224611332
SPY,2015-03-09,174.03,174.834,173.866,174.497,107237371
SPY,2015-03-10,173.121,173.207,171.657,171.696,187591414
SPY,2015-03-11,171.953,172.135,171.168,171.255,131506122
SPY,2015-03-12,171.924,173.524,171.588,171.877,112396333
SPY,2015-03-13,173.169,174.288,171.331,174.278,193970241
SPY,2015-03-16,173.13,174.746,172.441,174.681,162492759
SPY,2015-03-17,174.039,174.547,173.37,174.212,112838693
SPY,2015-03-18,173.714,176.939,173.044,176.29,273181196
SPY,2015-03-19,175.857,176.3,175.064,175.485,140784748
SPY,2015-03-20,176.432,177.514,176.26,177.018,125774634
SPY,2015-03-23,177.027,177.601,176.682,176.682,85324789
SPY,2015-03-24,176.558,177.009,175.628,175.696,92481261
SPY,2015-03-25,175.896,176.153,173.053,173.101,189611232
SPY,2015-03-26,172.45,173.619,171.725,172.682,181939381
SPY,2015-03-27,172.576,173.265,172.404,173.082,141373655
SPY,2015-03-30,174.423,175.523,174.155,175.188,114322237
SPY,2015-03-31,174.375,175.064,173.609,173.676,150680361
SPY,2015-04-01,173.639,173.667,172.059,173.044,163202135
SPY,2015-04-02,172.969,174.165,172.775,173.686,103291804
SPY,2015-04-06,172.756,175.37,172.623,174.805,135940685
SPY,2015-04-07,174.834,175.648,174.366,174.375,96539231
SPY,2015-04-08,174.595,175.428,174.232,174.949,106205836
SPY,2015-04-09,174.756,176.003,174.336,175.764,101606396
SPY,2015-04-10,176.022,176.748,175.799,176.711,86440191
SPY,2015-04-13,176.577,177.197,175.857,175.914,88477020
SPY,2015-04-14,175.716,176.432,175.064,176.26,89265439
SPY,2015-04-15,176.711,177.534,176.642,177.037,118247345
SPY,2015-04-16,176.701,177.485,176.509,176.979,81937455
SPY,2015-04-17,175.792,176.042,174.194,174.921,227161777
SPY,2015-04-20,175.887,176.881,175.799,176.558,109578647
SPY,2015-04-21,177.236,177.379,176.051,176.357,86162818
SPY,2015-04-22,176.691,177.369,175.764,177.197,93000697
SPY,2015-04-23,176.797,178.318,176.691,177.637,121936088
SPY,2015-04-24,178.078,178.347,177.601,178.069,72895217
SPY,2015-04-27,178.654,178.777,177.12,177.306,94326953
SPY,2015-04-28,177.286,177.935,176.135,177.877,103248102
SPY,2015-04-29,176.979,177.753,176.357,177.139,149391995
SPY,2015-04-30,176.587,176.959,174.654,175.38,191730791
SPY,2015-05-01,176.192,177.306,176.088,177.266,122903381
SPY,2015-05-04,177.696,178.385,177.592,177.782,84305788
SPY,2015-05-05,177.524,177.896,175.618,175.764,134702143
SPY,2015-05-06,176.329,176.632,173.983,175.005,160457063
SPY,2015-05-07,174.893,176.172,174.565,175.736,104851521
SPY,2015-05-08,177.398,178.25,177.315,178.041,185279413
SPY,2015-05-11,177.994,178.28,177.101,177.178,89988361
SPY,2015-05-12,176.367,177.197,175.533,176.672,142311109
SPY,2015-05-13,177.066,177.686,176.459,176.701,112524625
SPY,2015-05-14,177.706,178.644,177.427,178.538,114029473
SPY,2015-05-15,178.748,178.873,178.25,178.738,90890282
SPY,2015-05-18,178.565,179.543,178.499,179.286,88521933
SPY,2015-05-19,179.362,179.697,178.93,179.216,85717175
SPY,2015-05-20,179.325,179.869,178.787,179.094,91354736
SPY,2015-05-21,178.939,179.839,178.797,179.631,76980654
SPY,2015-05-22,179.226,179.669,179.122,179.178,68266730
SPY,2015-05-26,178.71,179.122,176.835,177.256,147635316
SPY,2015-05-27,177.716,179.169,177.296,178.939,110796299
SPY,2015-05-28,178.654,178.854,178.051,178.758,89056895
SPY,2015-05-29,178.692,178.728,177.352,177.629,148482464
SPY,2015-06-01,178.318,178.664,177.187,177.994,110944642
SPY,2015-06-02,177.514,178.528,176.89,177.811,108775691
SPY,2015-06-03,178.376,178.911,177.792,178.298,104386040
SPY,2015-06-04,177.563,178.25,176.469,176.777,180531571
SPY,2015-06-05,176.642,177.149,175.819,176.489,144661033
SPY,2015-06-08,176.384,176.529,175.313,175.4,105862793
SPY,2015-06-09,175.37,175.924,174.699,175.37,124803966
SPY,2015-06-10,176.163,177.849,176.107,177.455,159327143
SPY,2015-06-11,177.916,178.443,177.666,178.051,87811332
SPY,2015-06-12,177.207,177.916,176.403,176.691,162953838
SPY,2015-06-15,175.552,176.231,174.766,175.934,147846071
SPY,2015-06-16,175.782,176.959,175.608,176.881,101399391
SPY,2015-06-17,177.159,177.782,176.163,177.159,150608910
SPY,2015-06-18,177.773,179.494,177.197,179.008,197154607
SPY,2015-06-19,178.787,178.844,177.83,178.233,154339233
SPY,2015-06-22,179.139,179.733,178.911,179.13,83624182
SPY,2015-06-23,179.344,179.601,178.863,179.256,80999157
SPY,2015-06-24,178.978,179.362,177.925,177.954,109187539
SPY,2015-06-25,178.48,178.605,177.325,177.398,114865315
SPY,2015-06-26,177.773,178.021,176.816,177.359,123225250
SPY,2015-06-29,175.887,177.369,173.579,173.667,239674675
SPY,2015-06-30,175.207,175.255,173.542,174.059,216376656
SPY,2015-07-01,175.628,175.867,174.605,175.428,160846437
SPY,2015-07-02,175.905,176.088,174.796,175.246,123460407
SPY,2015-07-06,173.993,175.57,173.773,174.727,139549453
SPY,2015-07-07,174.94,176.003,172.556,175.857,205606703
SPY,2015-07-08,174.756,174.756,172.652,172.89,194014348
SPY,2015-07-09,175.015,175.283,173.111,173.216,170466944
SPY,2015-07-10,175.226,175.828,173.265,175.409,153130686
SPY,2015-07-13,176.691,177.437,176.652,177.325,125466318
SPY,2015-07-14,177.286,178.433,177.236,178.117,96621380
SPY,2015-07-15,178.154,178.634,177.553,178.051,115701365
SPY,2015-07-16,179.113,179.484,178.873,179.484,126192367
SPY,2015-07-17,179.475,179.706,179.047,179.641,105310809
SPY,2015-07-20,179.869,180.224,179.399,179.733,83329410
SPY,2015-07-21,179.591,179.859,178.728,179.008,92222465
SPY,2015-07-22,178.337,179.028,178.298,178.71,104882605
SPY,2015-07-23,178.825,178.92,177.306,177.666,107060503
SPY,2015-07-24,177.782,177.839,175.523,175.838,139288745
SPY,2015-07-27,174.921,175.476,174.375,174.776,156565864
SPY,2015-07-28,175.676,177.101,174.786,176.959,146137443
SPY,2015-07-29,177.092,178.423,176.939,178.194,125137247
SPY,2015-07-30,177.647,178.404,177.046,178.242,108001128
SPY,2015-07-31,178.748,178.777,177.647,177.954,122151204
SPY,2015-08-03,177.916,177.984,176.394,177.343,134747280
SPY,2015-08-04,177.266,177.734,176.529,177.009,96783375
SPY,2015-08-05,177.906,178.664,177.286,177.582,101474640
SPY,2015-08-06,177.773,177.877,175.57,176.163,137204972
SPY,2015-08-07,175.993,176.153,174.854,175.799,139410587
SPY,2015-08-10,176.909,178.107,176.909,178.012,94949689
SPY,2015-08-11,176.672,177.084,175.657,176.412,149040401
SPY,2015-08-12,175.083,176.806,173.609,176.632,203599857
SPY,2015-08-13,176.469,177.139,175.848,176.403,105728710
SPY,2015-08-14,176.222,177.11,176.079,177.046,86096969
SPY,2015-08-17,176.45,178.031,175.993,178.031,93532612
SPY,2015-08-18,177.743,178.117,177.266,177.495,84803031
SPY,2015-08-19,176.767,177.524,175.283,176.135,204572533
SPY,2015-08-20,174.565,176.107,172.404,172.45,229864658
SPY,2015-08-21,170.545,172.431,166.966,167.073,409968911
SPY,2015-08-24,158.515,166.927,154.21,160.257,599805317
SPY,2015-08-25,165.195,165.214,158.026,158.323,437464267
SPY,2015-08-26,162.392,164.68,159.244,164.413,401296715
SPY,2015-08-27,166.556,168.595,165.004,168.458,324276504
SPY,2015-08-28,167.818,168.957,167.341,168.467,189749278
SPY,2015-08-31,167.473,168.346,166.546,167.11,193161264
SPY,2015-09-01,163.253,164.661,161.234,162.143,302815099
SPY,2015-09-02,164.525,165.223,162.669,165.177,189577755
SPY,2015-09-03,165.924,167.435,164.802,165.312,179900109
SPY,2015-09-04,163.033,163.904,161.99,162.794,244949798
SPY,2015-09-08,165.665,167.053,164.976,166.89,137243209
SPY,2015-09-09,168.507,168.642,164.316,164.68,176658694
SPY,2015-09-10,164.485,166.736,164.229,165.588,187476818
SPY,2015-09-11,165.167,166.392,164.468,166.326,141579026
SPY,2015-09-14,166.487,166.546,165.195,165.734,93981280
SPY,2015-09-15,166.231,168.23,165.685,167.78,134617950
SPY,2015-09-16,168.097,169.416,167.731,169.215,117791979
SPY,2015-09-17,169.083,171.523,168.467,168.853,326527142
SPY,2015-09-18,166.307,167.905,165.695,166.191,145884010
SPY,2015-09-21,166.909,168.0,165.894,166.927,124413278
SPY,2015-09-22,164.746,165.233,163.626,164.774,181090958
SPY,2015-09-23,164.928,165.426,163.951,164.525,109191345
SPY,2015-09-24,163.281,164.413,161.931,163.943,187382054
SPY,2015-09-25,165.398,165.734,162.996,163.894,182460581
SPY,2015-09-28,162.966,163.082,159.454,159.788,210045782
SPY,2015-09-29,160.018,161.234,158.831,159.884,187156758
SPY,2015-09-30,161.771,163.014,160.967,162.831,192342101
SPY,2015-10-01,163.214,163.568,161.302,163.263,154247058
SPY,2015-10-02,161.264,165.761,160.718,165.734,248297848
SPY,2015-10-05,166.927,168.891,166.824,168.671,148401985
SPY,2015-10-06,168.517,169.073,167.416,168.097,129765489
SPY,2015-10-07,169.005,169.809,167.828,169.454,146278495
SPY,2015-10-08,169.043,171.255,168.765,170.986,180107668
SPY,2015-10-09,171.11,171.579,170.453,171.073,127016015
SPY,2015-10-12,171.139,171.446,170.739,171.226,66333179
SPY,2015-10-13,170.509,171.799,170.019,170.194,103599517
SPY,2015-10-14,170.135,170.71,169.035,169.34,116623078
SPY,2015-10-15,170.048,171.973,169.646,171.963,157851801
SPY,2015-10-16,172.394,172.729,171.598,172.711,134831986
SPY,2015-10-19,172.088,172.794,171.771,172.794,90049499
SPY,2015-10-20,172.404,173.216,172.135,172.585,92314251
SPY,2015-10-21,173.016,173.169,171.34,171.531,120073193
SPY,2015-10-22,172.498,174.625,171.531,174.413,205827178
SPY,2015-10-23,176.144,176.711,175.303,176.357,169972442
SPY,2015-10-26,176.182,176.24,175.552,175.914,81234443
SPY,2015-10-27,175.207,175.914,174.844,175.579,91675512
SPY,2015-10-28,175.914,177.582,175.217,177.553,159928180
SPY,2015-10-29,177.046,177.83,176.919,177.446,106525740
SPY,2015-10-30,177.637,177.984,176.549,176.701,154244825
SPY,2015-11-02,177.027,178.978,176.89,178.797,101517173
SPY,2015-11-03,178.443,179.879,178.214,179.305,112080771
SPY,2015-11-04,179.611,179.743,178.233,178.777,113171260
SPY,2015-11-05,178.815,179.295,177.666,178.595,92267416
SPY,2015-11-06,178.25,178.738,177.129,178.499,129997191
SPY,2015-11-09,177.859,178.021,175.867,176.816,154164468
SPY,2015-11-10,176.357,177.256,176.088,177.227,89285296
SPY,2015-11-11,177.485,177.543,176.479,176.549,79837649
SPY,2015-11-12,175.495,175.973,174.096,174.115,142757273
SPY,2015-11-13,173.657,173.953,172.029,172.125,180721685
SPY,2015-11-16,171.934,174.756,171.818,174.699,138438960
SPY,2015-11-17,175.035,175.954,174.145,174.585,142532275
SPY,2015-11-18,175.083,177.504,175.035,177.359,142789750
SPY,2015-11-19,177.246,177.637,176.909,177.217,103813334
SPY,2015-11-20,177.994,178.565,177.475,177.859,110628013
SPY,2015-11-23,177.925,178.453,177.187,177.647,76407656
SPY,2015-11-24,176.662,178.327,176.27,177.896,116286293
SPY,2015-11-25,178.031,178.25,177.61,177.867,61167452
SPY,2015-11-27,177.974,178.298,177.475,178.087,43913595
SPY,2015-11-30,178.26,178.376,177.227,177.333,132764084
SPY,2015-12-01,177.984,179.149,177.686,179.037,115154909
SPY,2015-12-02,178.978,179.305,176.939,177.197,127547654
SPY,2015-12-03,177.446,177.725,174.03,174.699,195500481
SPY,2015-12-04,175.122,178.443,174.976,178.136,227013027
SPY,2015-12-07,177.801,178.242,176.098,177.046,120060366
SPY,2015-12-08,175.485,176.999,174.834,175.867,121643421
SPY,2015-12-09,175.207,177.325,173.504,174.48,191105924
SPY,2015-12-10,174.547,176.29,174.356,174.921,136654534
SPY,2015-12-11,172.775,173.475,171.216,171.561,248498121
SPY,2015-12-14,171.715,172.556,169.935,172.441,214465169
SPY,2015-12-15,173.983,175.141,172.421,174.251,181301244
SPY,2015-12-16,175.37,177.084,174.076,176.777,231839349
SPY,2015-12-17,177.092,177.149,174.115,174.125,203686553
SPY,2015-12-18,173.351,173.475,170.832,170.986,205322141
SPY,2015-12-21,172.192,172.576,171.054,172.421,115919563
SPY,2015-12-22,173.303,174.278,172.327,173.993,129830181
SPY,2015-12-23,174.959,176.182,174.854,176.144,129831880
SPY,2015-12-24,175.857,176.384,175.608,175.828,56784142
SPY,2015-12-28,175.122,175.476,174.356,175.428,76898449
SPY,2015-12-29,176.549,177.629,176.519,177.286,108370169
SPY,2015-12-30,177.046,177.12,175.896,176.06,73971314
SPY,2015-12-31,175.35,176.022,174.297,174.297,134315447
SPY,2016-01-04,171.369,171.857,169.761,171.847,259061226
SPY,2016-01-05,172.182,172.594,171.016,172.145,129153052
SPY,2016-01-06,169.543,171.026,168.929,169.971,177399740
SPY,2016-01-07,166.957,168.784,165.492,165.884,248693428
SPY,2016-01-08,166.834,167.425,163.77,164.078,245135423
SPY,2016-01-11,164.976,165.332,162.277,164.239,219851954
SPY,2016-01-12,165.704,166.316,163.398,165.56,200163201
SPY,2016-01-13,166.25,166.576,161.025,161.414,258107319
SPY,2016-01-14,162.048,165.186,160.422,164.048,280354221
SPY,2016-01-15,159.674,161.348,158.583,160.496,378997664
SPY,2016-01-19,162.392,162.517,159.156,160.747,228394324
SPY,2016-01-20,158.19,160.285,154.754,158.687,333896607
SPY,2016-01-21,159.166,161.453,157.845,159.596,228173385
SPY,2016-01-22,162.247,163.063,161.463,162.851,196662622
SPY,2016-01-25,162.363,162.554,160.229,160.402,151479443
SPY,2016-01-26,161.06,162.861,160.728,162.601,163756360
SPY,2016-01-27,162.075,163.752,159.932,160.801,216413592
SPY,2016-01-28,162.392,162.601,160.018,161.663,167680747
SPY,2016-01-29,162.44,165.761,162.333,165.608,245999368
SPY,2016-02-01,164.584,166.345,164.0,165.55,158829846
SPY,2016-02-02,164.115,164.115,162.038,162.563,213246935
SPY,2016-02-03,163.616,163.961,159.961,163.529,239472679
SPY,2016-02-04,163.024,164.765,162.392,163.79,162961951
SPY,2016-02-05,163.263,163.854,160.046,160.689,211302912
SPY,2016-02-08,158.783,159.1,156.276,158.535,223573193
SPY,2016-02-09,156.763,159.826,156.62,158.525,214641333
SPY,2016-02-10,159.339,160.976,158.248,158.392,172596321
SPY,2016-02-11,155.854,157.385,154.811,156.315,255645176
SPY,2016-02-12,158.122,159.558,157.251,159.539,149206964
SPY,2016-02-16,161.357,162.277,160.392,162.247,140166661
SPY,2016-02-17,163.417,165.243,163.281,164.861,158306336
SPY,2016-02-18,165.147,165.195,163.904,164.219,119473396
SPY,2016-02-19,163.426,164.306,162.785,164.142,134168941
SPY,2016-02-22,165.752,166.662,165.675,166.497,120766282
SPY,2016-02-23,165.835,166.123,164.306,164.422,130156348
SPY,2016-02-24,162.946,165.434,161.845,165.147,176131975
SPY,2016-02-25,165.617,167.157,164.832,167.149,128942613
SPY,2016-02-26,168.048,168.152,166.613,166.764,151338153
SPY,2016-02-29,166.774,167.751,165.253,165.463,146599905
SPY,2016-03-01,166.707,169.407,166.259,169.407,165418221
SPY,2016-03-02,169.015,170.194,168.623,170.135,119480449
SPY,2016-03-03,169.944,170.785,169.34,170.777,111109837
SPY,2016-03-04,170.986,172.135,170.165,171.321,150886068
SPY,2016-03-07,170.414,171.887,170.334,171.465,116781582
SPY,2016-03-08,170.404,170.9,169.435,169.599,144679535
SPY,2016-03-09,170.423,170.785,169.629,170.443,110573337
SPY,2016-03-10,170.938,171.887,168.728,170.583,183468402
SPY,2016-03-11,172.049,173.379,170.554,173.341,161299462
SPY,2016-03-14,172.785,173.56,172.489,173.101,86016213
SPY,2016-03-15,172.145,173.13,171.867,172.794,108900603
SPY,2016-03-16,172.366,174.251,172.327,173.848,151129539
SPY,2016-03-17,173.753,175.447,173.351,174.903,156925525
SPY,2016-03-18,175.437,175.973,175.113,175.618,160891864
SPY,2016-03-21,175.341,176.126,175.113,175.867,84737660
SPY,2016-03-22,175.073,176.367,174.893,175.774,113204502
SPY,2016-03-23,175.38,175.579,174.423,174.595,94240332
SPY,2016-03-24,173.56,174.547,173.36,174.517,98050948
SPY,2016-03-28,174.93,175.15,174.212,174.625,71854946
SPY,2016-03-29,174.241,176.384,173.936,176.27,107716901
SPY,2016-03-30,177.246,177.753,176.672,177.018,99724444
SPY,2016-03-31,176.909,177.343,176.441,176.613,109600185
SPY,2016-04-01,175.598,177.994,175.255,177.801,131830864
SPY,2016-04-04,177.716,177.925,176.9,177.207,72922099
SPY,2016-04-05,175.867,177.227,175.178,175.457,114837321
SPY,2016-04-06,175.552,177.408,175.255,177.352,106673460
SPY,2016-04-07,176.29,176.642,174.489,175.226,130773195
SPY,2016-04-08,176.45,176.871,175.16,175.726,110494921
SPY,2016-04-11,176.384,177.056,175.197,175.293,96092687
SPY,2016-04-12,175.485,177.207,175.015,176.919,133743734
SPY,2016-04-13,177.859,178.797,177.725,178.728,111593986
SPY,2016-04-14,178.787,179.246,178.385,178.738,75700463
SPY,2016-04-15,178.738,178.807,178.223,178.538,88083023
SPY,2016-04-18,177.994,179.829,177.859,179.809,95684902
SPY,2016-04-19,180.214,180.596,179.543,180.357,101573438
SPY,2016-04-20,180.386,181.257,179.937,180.509,94308593
SPY,2016-04-21,180.518,180.645,179.295,179.581,99100657
SPY,2016-04-22,179.196,179.839,178.664,179.571,115466988
SPY,2016-04-25,178.948,179.305,178.347,179.256,76777646
SPY,2016-04-26,179.631,180.021,179.037,179.534,87867129
SPY,2016-04-27,179.13,180.28,178.777,179.898,89870050
SPY,2016-04-28,179.122,180.233,177.83,178.298,112616309
SPY,2016-04-29,177.629,177.984,176.202,177.276,165649380
SPY,2016-05-02,177.801,178.873,177.343,178.728,72150632
SPY,2016-05-03,177.437,177.686,176.394,177.12,123570060
SPY,2016-05-04,176.163,176.871,175.657,176.182,107093103
SPY,2016-05-05,176.642,176.979,175.696,176.153,78422178
SPY,2016-05-06,175.331,176.806,175.169,176.767,102468904
SPY,2016-05-09,176.652,177.333,176.469,176.9,85578674
SPY,2016-05-10,177.629,179.13,177.553,179.113,89901395
SPY,2016-05-11,178.664,179.187,177.417,177.417,94953740
SPY,2016-05-12,178.126,178.298,176.479,177.485,103969494
SPY,2016-05-13,177.168,177.743,175.618,175.954,112188447
SPY,2016-05-16,176.144,178.164,176.079,177.666,89863926
SPY,2016-05-17,177.379,177.686,175.495,176.042,132962904
SPY,2016-05-18,175.676,177.246,174.949,176.098,143378752
SPY,2016-05-19,175.331,175.764,174.259,175.467,134062191
SPY,2016-05-20,176.107,177.084,176.051,176.587,122078131
SPY,2016-05-23,176.604,176.863,176.163,176.347,68180968
SPY,2016-05-24,177.129,178.93,177.11,178.625,108461699
SPY,2016-05-25,179.305,180.242,179.266,179.829,91792936
SPY,2016-05-26,179.975,180.184,179.571,179.888,64147183
SPY,2016-05-27,180.03,180.645,180.003,180.606,73119431
SPY,2016-05-31,180.912,181.036,179.753,180.309,127606052
SPY,2016-06-01,179.706,180.844,179.504,180.664,81177133
SPY,2016-06-02,180.27,181.267,179.809,181.247,73200079
SPY,2016-06-03,180.645,181.036,179.475,180.673,118321900
SPY,2016-06-06,181.045,181.964,180.874,181.612,75292354
SPY,2016-06-07,181.763,182.452,181.744,181.898,70806865
SPY,2016-06-08,182.031,182.615,181.898,182.48,76881621
SPY,2016-06-09,181.754,182.357,181.467,182.241,85739790
SPY,2016-06-10,180.824,181.199,179.975,180.471,131795214
SPY,2016-06-13,179.907,180.749,179.028,179.113,136673702
SPY,2016-06-14,178.728,179.362,177.801,178.768,145262291
SPY,2016-06-15,179.187,179.907,178.337,178.518,126562884
SPY,2016-06-16,177.637,179.216,176.672,179.047,173638398
SPY,2016-06-17,178.939,178.958,177.706,178.385,135006066
SPY,2016-06-20,180.357,181.045,179.446,179.534,94429759
SPY,2016-06-21,179.927,180.432,179.475,180.021,83700410
SPY,2016-06-22,180.214,180.941,179.601,179.753,109540946
SPY,2016-06-23,181.238,182.137,180.739,182.097,115498233
SPY,2016-06-24,175.887,182.127,175.083,175.457,385631392
SPY,2016-06-27,174.155,174.165,171.579,172.421,286543590
SPY,2016-06-28,174.059,175.552,173.724,175.523,184025655
SPY,2016-06-29,176.909,178.738,176.816,178.509,158351611
SPY,2016-06-30,178.968,180.971,178.413,180.931,189214408
SPY,2016-07-01,180.815,181.821,180.758,181.267,122679679
SPY,2016-07-05,180.461,180.568,179.408,180.003,126721187
SPY,2016-07-06,179.524,181.229,178.835,181.092,110893259
SPY,2016-07-07,181.296,181.946,180.194,180.961,98885229
SPY,2016-07-08,182.289,183.897,182.07,183.687,155011279
SPY,2016-07-11,184.138,184.912,183.906,184.339,85015837
SPY,2016-07-12,185.285,185.946,185.074,185.659,116651177
SPY,2016-07-13,186.07,186.08,185.161,185.629,100937960
SPY,2016-07-14,186.902,187.142,186.281,186.665,105034296
SPY,2016-07-15,187.248,187.268,185.956,186.425,120418108
SPY,2016-07-18,186.53,187.076,186.291,186.912,67627483
SPY,2016-07-19,186.492,186.76,186.252,186.721,62833244
SPY,2016-07-20,187.218,187.756,186.76,187.496,67161837
SPY,2016-07-21,187.39,187.62,186.347,186.79,78285857
SPY,2016-07-22,186.912,187.689,186.645,187.64,72579635
SPY,2016-07-25,187.419,187.476,186.53,187.123,64536620
SPY,2016-07-26,187.03,187.572,186.357,187.218,80699853
SPY,2016-07-27,187.592,187.66,186.242,187.02,97170813
SPY,2016-07-28,186.809,187.526,186.347,187.238,75033700
SPY,2016-07-29,186.96,187.918,186.675,187.536,91848402
SPY,2016-08-01,187.592,188.013,186.912,187.372,84683226
SPY,2016-08-02,187.123,187.278,185.324,186.176,106749969
SPY,2016-08-03,186.107,186.77,185.811,186.712,62182169
SPY,2016-08-04,186.817,187.248,185.074,186.912,53786029
SPY,2016-08-05,187.611,188.492,187.486,188.453,83137723
SPY,2016-08-08,188.645,188.751,188.079,188.348,45942296
SPY,2016-08-09,188.405,188.923,188.136,188.453,59134491
SPY,2016-08-10,188.569,188.655,187.63,188.005,66891149
SPY,2016-08-11,188.521,189.084,188.264,188.855,83750250
SPY,2016-08-12,188.551,188.894,188.301,188.692,70875850
SPY,2016-08-15,189.037,189.583,189.028,189.21,57559037
SPY,2016-08-16,188.818,188.875,188.274,188.274,61441542
SPY,2016-08-17,188.31,188.76,187.439,188.617,86730589
SPY,2016-08-18,188.597,189.047,188.472,189.019,61031752
SPY,2016-08-19,188.569,188.913,188.079,188.76,87115047
SPY,2016-08-22,188.521,188.961,188.166,188.76,70992759
SPY,2016-08-23,189.353,189.671,189.047,189.104,61698987
SPY,2016-08-24,188.961,189.056,187.746,188.186,82843902
SPY,2016-08-25,187.783,188.462,187.62,188.061,80037994
SPY,2016-08-26,188.234,189.24,186.77,187.679,141696690
SPY,2016-08-29,187.82,188.865,187.783,188.617,81543603
SPY,2016-08-30,188.521,188.808,187.736,188.31,66674734
SPY,2016-08-31,187.978,188.088,186.97,187.766,98324717
SPY,2016-09-01,187.756,188.079,186.586,187.775,113169253
SPY,2016-09-02,188.635,189.028,188.061,188.617,91625300
SPY,2016-09-06,188.894,189.24,188.186,189.162,65446478
SPY,2016-09-07,189.0,189.335,188.56,189.142,88348817
SPY,2016-09-08,188.837,189.084,188.424,188.741,85532504
SPY,2016-09-09,187.4,187.449,184.193,184.222,255083817
SPY,2016-09-12,183.438,187.258,183.391,186.845,194103845
SPY,2016-09-13,185.572,185.821,183.536,184.176,211094293
SPY,2016-09-14,184.232,185.449,183.536,184.1,154083556
SPY,2016-09-15,183.916,186.338,183.735,185.926,166840179
SPY,2016-09-16,185.314,185.507,184.529,185.239,178683493
SPY,2016-09-19,185.869,186.53,184.951,185.248,92271191
SPY,2016-09-20,186.117,186.291,185.239,185.257,79824714
SPY,2016-09-21,185.966,187.536,185.275,187.354,126807843
SPY,2016-09-22,188.396,188.837,188.136,188.541,88173056
SPY,2016-09-23,188.146,188.292,187.4,187.496,84666505
SPY,2016-09-26,186.655,186.825,185.773,185.966,103330504
SPY,2016-09-27,185.811,187.238,185.449,187.133,89695954
SPY,2016-09-28,187.354,188.234,186.386,188.079,100334022
SPY,2016-09-29,187.869,188.283,185.801,186.357,146752072
SPY,2016-09-30,187.208,188.482,186.95,187.775,132686575
SPY,2016-10-03,187.354,187.546,186.675,187.316,96059621
SPY,2016-10-04,187.419,187.65,185.756,186.357,137950488
SPY,2016-10-05,187.0,187.62,186.921,187.188,83729850
SPY,2016-10-06,186.96,187.546,186.415,187.316,72021906
SPY,2016-10-07,187.592,187.775,185.926,186.675,103238373
SPY,2016-10-10,187.65,188.127,187.496,187.65,59542975
SPY,2016-10-11,187.218,187.278,184.539,185.266,149966752
SPY,2016-10-12,185.42,186.042,184.932,185.523,84465157
SPY,2016-10-13,184.176,185.42,183.362,184.932,116569832
